标题,价格,评论数,链接,当前链接,上级链接,下载时间
"华为（HUAWEI） 麦芒5 4G手机 香槟金 全网通高配(4G RAM+64G ROM) 标配版
				光学防抖！5.5英寸大屏、八核处理器、双卡盲插！点击查看更多【g9青春版】",1599.00,1100+,http://item.jd.com/10646125961.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"Apple 苹果 iPhone8 Plus移动联通电信4G手机 深空灰 256GB
				华为新品mate10 pro现货抢购",7388.00,1700+,http://item.jd.com/16585804793.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"APPLE Apple iPhone 8 Plus 移动联通电信全网通 苹果4G智能手机 银色 64G
				【iPhone新品上市】让智能看起来更不一样。",6085.00,600+,http://item.jd.com/16960237309.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"小米（MI） 小米 红米5A 4G手机 金色 全网通2G+16G
				5""屏，长续航，高通骁龙处理器，1300万摄像头~热卖【红米note5a】",586.00,600+,http://item.jd.com/18132305942.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"华为（HUAWEI） 荣耀8青春版 手机 幻海蓝 全网通(3GB+32GB)标配版
				【现货速发，国行正品】1500+好评,值得信赖！高颜值性价比千元机！荣耀9 2199",912.00,2100+,http://item.jd.com/11384983483.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"【移动赠费版】Apple iPhone 6s Plus (A1699) 32G 金色 移动联通电信4G手机
				高性价比爆款机型，速抢，手慢无！更多优惠戳这里！",3979.00,700+,http://item.jd.com/3760288.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"华为（HUAWEI） 荣耀 畅玩 6A 全网通4G手机 双卡双待 金色 （3GB+32GB）标配
				原封现货  包邮顺丰 全国联保 荣耀 畅玩6 荣耀新品 震撼来袭！",899.00,4900+,http://item.jd.com/13486496645.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"【电信赠费版】努比亚（nubia）Z17S 全面屏 黑金 6GB+64GB 全网通 移动联通电信4G手机 双卡双待
				无边框全面屏/骁龙835芯片/前后双摄/四摄手机/6GB大内存/长续航/四曲面玻璃",2999.00,400+,http://item.jd.com/5417039.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"360 vizza 手机 双卡双待 阳光金 全网通(4G RAM+32G ROM)
				【当天发货】4GB+32GB//4020毫安大电池/前800万后置1300！",775.00,500+,http://item.jd.com/11289535738.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"守护宝（上海中兴）L680 暮光黑 经典直板大声大字大按键 移动联通2G 老人手机 学生备用功能机
				【京东自营】3D音效喇叭，FM外放收音机,MP3,按键提示,精致质感外观,语音支持,一键拨号大字大音,智能小助手功能手机年终大促！更多自营精选优惠！",188.00,1.9万+,http://item.jd.com/2883233.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"守护宝 上海中兴 ZTE tech 守护宝CV26 电信2G老人手机 金
				【中兴新品京东货到付款】电信版CDMA直板老人机老年人手机大字体大按键大音量长待机老年手机",229.00,1.2万+,http://item.jd.com/10513909430.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"Apple iPhone 7 4.7英寸苹果7 苹果手机 全网通手机 亮黑色 全网通 (32G)
				京东仓直发，赠一年延保，收货3日内降价退差价苹果iphone7 plus",4399.00,1600+,http://item.jd.com/10776560061.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"海尔 M316 老人手机 翻盖 移动联通2G 双卡双待 老年版 钢琴黑
				【11.11返场】海尔316触屏翻盖手机，镇店之宝限时优惠",369.00,6600+,http://item.jd.com/10201950870.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"酷派（Coolpad） 5370 全网通4G手机 双卡双待 锐志金 （2G RAM+16G ROM）
				拍下立享硅胶+钢化+耳机+指环支架先拍先得！！【11.11继续狂欢！！】",508.00,400+,http://item.jd.com/12514615361.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
全球购APPLE 苹果 Apple iPhone8 手机移动联通港版/美版全网通 金色 64GB港版两网,4938.00,100+,http://item.jd.com/1997133299.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"飞利浦（PHILIPS） E132X 香槟金 直板按键 超长待机 移动联通2G 双卡单待 老人手机 学生备用功能机
				【京东自营】大屏大声大按键大字体外放FM收音机经典老人学生备用机更多特价机",199.00,1.9万+,http://item.jd.com/4289116.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"Apple 苹果  iPhone 7 手机 亮黑色 32G(全网通)
				【现货速发】激活后不支持七天无理由退换货。点击查看更多  购买 iphone8 plus",4088.00,300+,http://item.jd.com/13535608928.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"魅族（MEIZU） 魅族 魅蓝6手机 香槟金 全网通（3GB+32GB）
				【京东快递 现货速发】高颜值！1300万光圈！长续航！魅蓝note6 32GB 1099",787.00,1100+,http://item.jd.com/16977324844.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"金立M2017 金色 6GB+128GB 移动联通电信4G手机 双卡双待
				金立M7全面屏旗舰手机，6G+64G存储组合，三星AMOLED屏，双重安全加密，购机享12期免息，赠爱奇艺电视果3！了解详情>>(此商品不参加上述活动)",6999.00,700+,http://item.jd.com/3799779.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"小米（MI） 小米6 移动联通电信全网通 5.15英寸 指纹识别 4G双卡双待 快充手机 亮黑 全网通(6G+64G)
				【小米爆款】变焦双摄|性能怪兽|四曲面玻璃|晓龙835旗舰CPU 新品小米note3热销中",2699.00,2900+,http://item.jd.com/12079177345.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"OPPO A77 手机 3G+32G内存版 全网通4G手机 双卡双待 玫瑰金色 官方标配
				【自营配送3期免息】赠：金属运动蓝牙耳机（价值109元）+原厂充电套装+碎屏保半年+晒单礼",1799.00,300+,http://item.jd.com/16830869915.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"小米（MI） 小米MIX2 手机 黑色 全网通(6G+64G)
				【现货抢购，京东物流速发】全面屏，四曲面陶瓷机身，骁龙835，5.99寸屏。小米6热卖中",3299.00,300+,http://item.jd.com/16561200789.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"Apple 苹果6s（Apple）iPhone6s 4G手机 香槟金 32GB
				现货速发[ 全国联保国行原封未激活 ] iphone8 plus 新品抢购",3558.00,400+,http://item.jd.com/11500923235.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"360 F5手机  双卡双待 金色 移动4G版(2G+16G) 标配
				【京仓直发】移动版支持移动联通4G,移动高配版后置摄像头800万像素【新品360C5】",419.00,1100+,http://item.jd.com/11509788343.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"锤子（smartisan） 坚果Pro2 全面屏手机 炭黑色（细红线版） 全网通(6G+64G)
				【厂家直供，现货即发，京东配送，先拍先发】送三重礼包！坚果Pro同样火热销售中！",2399.00,100+,http://item.jd.com/17866572058.html,http://search.jd.com/s_new.php?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=20,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"小米（MI） 小米 红米Note5A 手机 香槟金 全网通(2G+16G)不支持指纹识别
				16G金特价，5.5""高清屏/高通骁龙/3080mAh长续航/2+1卡槽~特价【红米5a】",599.00,1500+,http://item.jd.com/15543498810.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"摩托罗拉 Moto Z 2018 6G+128G 模块化手机 黑色 移动联通电信4G手机 双卡双待
				【12期免息】各仓陆续到货，货量有限，限量抢购中！骁龙835，6.1mm防碎屏，1200万智能双摄！moto倾情回馈，当燃moto！",9999.00,70+,http://item.jd.com/5489693.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
小米（MI） 小米5S 移动联通电信4G双卡双待智能手机 全网通手机 金色 3G+64G,1808.00,100+,http:https://ccc-x.jd.com/dsp/nc?ext=aHR0cDovL2l0ZW0uamQuY29tLzExODIwMjE4NTQyLmh0bWw&log=yYiTeMB_TV5fNEV64duv6pbvdi8VyQuC8Jp2xnpd82g-4biyqAQHchMJVvOK0j4uSFyptnA_cSFdsDxoO_oyxQ7g7_ObyQZPJBVnihb_gXvJQ8qPRh0ZsxQ4wsTaHVuCxvY4LDedLRVvMaUHdCdPr36TZUrZv35MDDbxfH-K4CBcaucU1P3DHoXwmM8XSeEOaBP4z8-hkPDV7twkZ3v_yzSFNKJ34wTtlmqvgu9CR_9hS7-XxqQfqLnLABkmEFt6Bq5CcZeoLagMR5PsWhLw5J8WjABDwy2bIk_BmGbU1GB2YlbdmgydHecNtXILAhIxavdROgElniZ7NzTVlKwHkrxv5j3j9gG2JkqKTU_CSkcNhzl9nz1NWdqsmS4Jr74oKaxc8VeKxaMRKsT53UQYHcvn7JSkQQQjnJ4F911H9aDY-38gsCh4GhalvurJY7yx&v=404,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"【移动专享版】小米MIX2 全网通 6GB 128GB 黑色 移动联通电信4G手机 双卡双待
				小米Mix2，全面屏2.0震撼来袭，四曲面陶瓷机身，骁龙835处理器！",3599.00,400+,http://item.jd.com/5465030.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"诺亚信（NOAIN） 5310i  移动/联通2G 老人手机 双卡双待 黑+蓝
				京东配送 货到付款】时尚纤薄老人手机/学生手机,大声音大字体蓝牙拨号",169.00,4万+,http://item.jd.com/1107459312.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"华为（HUAWEI） 荣耀6 畅玩6 手机 金色 全网通(2G+16G)标配A
				【现货速发，荣耀新品】 柔光自拍，舒适握感，长续航！荣耀爆品V9play!",579.00,500+,http://item.jd.com/16332838437.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"华为（HUAWEI） 华为 麦芒5 手机 香槟金 全网通(4G+64G)标配
				【现货速发】5.5英寸大屏、八核处理器！ 【新品预定麦芒6】",1569.00,2100+,http://item.jd.com/10522143816.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"华为（HUAWEI） nova 智能手机 4G手机 玫瑰金 全网通(4G+64G)标配
				今日下单默认送延保一年，现货速发 5.0英寸，美颜自拍！华为nova2火爆抢购",1269.00,1000+,http://item.jd.com/10781492357.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"酷派 5380CA 全网通 3GB+16GB 锐志金 移动联通电信4G手机 双卡双待
				5.5英寸绚丽大屏，骁龙8核处理器玩出精彩！更多机型请点击！",599.00,1000+,http://item.jd.com/4528456.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"Apple 苹果 iPhone 6 移动联通电信4G智能手机 金色 全网通4G 32GB
				京东配送丨国行正品丨原装未拆丨全国联保，苹果7plus中国红6118元",2399.00,300+,http://item.jd.com/17881404525.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
中兴健康（ZTE Health） K1 金色 防滑后盖 经典直板 大字大声 移动联通2G 双卡双待 老人机 学生备用功能机,168.00,1000+,http:https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS81NTY4MDI0Lmh0bWw&log=yYiTeMB_TV5fNEV64duv6pbvdi8VyQuC8Jp2xnpd82gWm2Qb3rbalzHkQy9uCtQta-U4IxhQoTUhql_5dlYpGTuWFfvrrtEj1cZMHePHPtDt2ffyaPRf9a3FFW3jsr9lvB95V4CRJs5MXeEK8lLg7gwK-8bFOr5vuD8QzFyFti70ZMKVxf1PmfH5v0w5HfXfuXSD0t1ONgVO34YsaowW79KSsaKc0N9DiGp33Mwo0frxp9PcLOmllZfACGQwOrXDiQ6PXvke_n5Q329VXgtzf4kr6rv_vesaU1Un3GopdPMNwGhmSqEO-PP7PJPqG1PyvN4HR0TYqrzn3H_5-_Vjs-xNRMQWzcFsh4sV_n-DsE4DL18yzNFozChxROv8kBvQ1eYL5g1RIkf1fCNY5M-WKfUXXz5q1ZyAY6kDIrs7ZYM&v=404,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"守护宝（上海中兴）V88 金色 金属质感 双屏显示 超长待机  移动联通2G 双卡双待 老年翻盖老人手机
				【京东自营】中兴品质控制，经典大翻盖，双屏手机，不褪色金属拉丝工艺，老年机，高亮LED手电筒，MP3/FM,照相,强震动年终大促！更多自营精选优惠！",238.00,9700+,http://item.jd.com/3503484.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"Apple 苹果 iPhone 5s(A1530) 4G手机 金色 移动/联通(16GB ROM)
				【现货发售】iphone X 全面屏！绽放科技之光！满8000加288送无线充！",1477.00,1700+,http://item.jd.com/11861316603.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"华为（HUAWEI） 华为nova青春版 手机 幻夜黑 全网通(4G RAM+64G ROM)
				【当日发，京东配送】下单即送手机壳+钢化膜！延保一年！【抢购华为nova2】",1398.00,1100+,http://item.jd.com/11816382321.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"美图（meitu） 美图T8s 手机 烈焰红 全网通(4G+128G)
				冰川蓝独家直供当天发。加购物车领补光灯+遥控器等好礼+送2年延保！粉色30号发货！美图T8",4199.00,600+,http://item.jd.com/15703279212.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"魅族（MEIZU） 魅蓝note6 手机 皓月银 全网通(3G RAM+32G ROM)标配
				【32G限时优惠，送壳膜支架】后置双摄，高通骁龙625处理器！高颜值魅蓝6抢购中",1188.00,4100+,http://item.jd.com/15610845221.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"小米（MI） 红米5A 香槟金 全网通4G (2G RAM+16G ROM)标配
				5.0屏幕，高通骁龙处理器，1300万像素，惊喜价格红米NOTE5A",599.00,2900+,http://item.jd.com/18227416348.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"魅族（MEIZU） 魅族6 魅蓝6 手机 香槟金 全网通4G(3G+32G)标配
				【32G四色现货即发】高颜值！800万+1300万像素！八核处理器！更多魅蓝note6",776.00,2000+,http://item.jd.com/12047291363.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
爱来福（ailyfu） L520 移动/联通2G 直板GPS定位老人手机 玫瑰红,299.00,40+,http:https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8xNjY4MDEwNzE5OS5odG1s&log=yYiTeMB_TV5fNEV64duv6pbvdi8VyQuC8Jp2xnpd82h04Jetfq2STfQeQltVTva70zLjDmN6Z5ztUBNpyJf-176fWGol9OoJtNAQYgXULUiTNMpXqzdw7nJ-atYaTenrlUveOXA1HeeR1yzjbPD2p9PZRH0A6VbmDOdVGdwDqm0Dj0TB7obcAsKi0_m0iqv9q3KTXeLz53JlPdDum_eyYdZdxSHJ5apqPqdMV6GMbwZfbu3XdIxsdE_eCKmCdCMYXhvwhbap-QWA0oW1uDyue2n4Hqh1ZvPuOuwYXlO17Zwzrm9qKDfQinvDnuiPfM4raX_Br3jTZvgIibf_TjpFbA964for-uFQaTGJYysn6YQGHjlHpM3QgxCB6U30pNWInOZI8qbY9UakFzW45W3uqNVaGynh7bs-jQOOFSCaceM&v=404,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"AGM M2 三防老人手机电信移动联通 按键直板老年机  双卡双待 黑金
				【京东配送】支持货到付款 防水 防摔 10天超长待机  大字体大声音",399.00,2500+,http://item.jd.com/11718064762.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"【移动专享版】Apple iPhone 8 Plus (A1864) 256GB 银色 移动联通电信4G手机
				科技iPhone，智享生活！",7988.00,200+,http://item.jd.com/5089215.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"小米（MI） 小米 红米4A 4G手机 香槟金 全网通(2G RAM+16G ROM)标配
				5英寸高清屏，3120mAh大电池，骁龙处理器~~直击底价【红米5a】",549.00,6600+,http://item.jd.com/10940774346.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
"苹果（Apple） 苹果8 Apple iPhone 8 全网通 手机 深空灰色 64G标配
				国行正品 假一赔三   点击抢购苹果8 PLUS",5419.00,200+,http://item.jd.com/10798831265.html,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=17,http://search.jd.com/Search?keyword=手机&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:36:01
