标题,价格,评论数,链接,当前链接,上级链接,下载时间
"松下（panasonic） 多门冰箱NR-F520TX-XW/XN 498L钢化玻璃面板 尊雅白
							决战11.11，咨询客服领券,大放价,嗮单更有礼物相送，下单送京东延保一年",10490.00,2,http://item.jd.com/12875729738.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=34,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"美菱（MeiLing） BCD-436WPCX 436升变频静音 风冷无霜纤薄设计
							晒单送149元延保一年！相当于2850！实惠爆款特卖！变频保鲜，风冷无霜，纤薄不占地",2999.00,60+,http://item.jd.com/13134230972.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"三星（SAMSUNG） RH60J8132WW/SC 627L 风冷无霜叠式双开门冰箱
							预售 返场优惠购 11.20-11.30 保价30天 领券下单立减1111 赠延保一年",10088.00,10+,http://item.jd.com/1789993089.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"西门子（SIEMENS） KG32HS26EC306立升三门冰箱 风冷无霜 钢化玻璃面板
							【全场底价】下单有好礼 晒图评价再返现，部分商品咨询客服领取优惠券",5199.00,7,http://item.jd.com/15313514367.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"松下（panasonic） 240升两门风冷无霜冰箱 热卖爆品 NR-B241WS-N 典雅金
							【松下大牌盛宴】秒杀满减价2790元！限量100台！免费送双重福利！高圆圆明星代言~",2990.00,20+,http://item.jd.com/15751625813.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"LG GR-M2471NQA 633升对开门风冷变频冰箱门中门
							11.11再怼一波 限时限量 仅剩24H 错过了价格和产品 真心等明年了~~咨询客服送红包",13888.00,2,http://item.jd.com/11206688169.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"倍科（BEKO） GNE114622IX556升 十字对开门冰箱 原装进口2017年新款
							【返场大促&欧洲整机原装进口&领1000元现金券&送韩国进口软水机】漂洋过海！包上楼包安装",18699.00,10+,http://item.jd.com/10212929301.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
西门子（SIEMENS）KM40FSG0TI 447升混冷无霜零度保鲜多门冰箱(金棕色）,15999.00,3,http://item.jd.com/1116759677.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"海尔（Haier） BCD-196TMPI 196升两门家用静音节能电冰箱 冷藏冷冻
							【限时特价抢购24小时】快来点击领取至多500元券下单直降，晒单返红包，部分产品赠豪华礼包",1399.00,100+,http://item.jd.com/12588664222.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"海尔（Haier） BCD-221WDPT 风冷无霜221升家用电冰箱 金色
							买即送价值99元海尔饺子盘",2199.00,9,http://item.jd.com/18608838533.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"容声（Ronshen） 536升对开门冰箱多循环风冷无霜典雅白BCD-536WKS1HY
							【疯狂11月】每满2000元立减100元！上无封顶！活动期间再加送1年延保！库量有限从速！",3699.00,40+,http://item.jd.com/11136837305.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"海尔（Haier） BCD-458WDIAU1 458升四门风冷无霜变频节能物联网冰箱
							【返场狂欢购！ 手慢不要紧，优惠为您再等一天】下单赠送一年延保 晒单送礼品",6999.00,70+,http://item.jd.com/10902136935.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"西门子（SIEMENS） KM46FA30TI 452升 零度保鲜 十字多门冰箱 浅金色
							【燃爆十一】11.11大促进行中，每满1000减100，晒单再送30，终身保修【不德不购】",9588.00,0,http://item.jd.com/19410219299.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"海尔（Haier） 对开门冰箱风冷无霜 智能变频电冰箱双门 节能静音智能WIF 642升
							【返场狂欢！再抢一天】 642升冰箱，到手价: 4199元！！！风冷无霜 智能WIF控制",4499.00,20+,http://item.jd.com/14513584367.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"海尔（Haier） 多门冰箱智能变频无霜干湿分储五门335升BCD-335WDGFU1
							【11.11全球好物节 欢乐返场】幸运大抽奖 晒单抢好礼 咨询有惊喜 惊喜再续根本停不下来",6299.00,20+,http://item.jd.com/10931339328.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"晶弘（KINGHOME）188升大冷藏空间两门冰箱  快速制冷 节能静音 一体打U箱体  格力晶弘 BCD-188CL （太空银）
							【格力晶弘品质】格力晶弘居家款！白条6期分期免息！小巧不占地！快速制冷！静音节能！点击进入专场",1249.00,2700+,http://item.jd.com/2198336.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"Haier 海尔 冰箱 137升小型双门两门家用静音节能家用电冰箱 时尚外观
							【返场放价狂欢继续】全店至低价！晒单送礼品送延保！联系客服咨询活动详情！无需等待立即抢购",1099.00,600+,http://item.jd.com/12314668418.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"松下（Panasonic） 十字对开冰箱NR-D501CG-XN/XS玻璃面板498L NR-D501CG-XS
							【11.11好物节 返场中。。。】与11.11同价！赠京东延保1年+松下电吹风+晒单返50",9490.00,7,http://item.jd.com/15392353939.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"Panasonic 松下NR-F510VG-N5/T5 冰箱变频原装进口风冷无霜492L NR-F510VG-N5琉璃金
							咨询客服11月11日活动价【嗮图送松下吹风机+1年京东延保",18692.00,10+,http://item.jd.com/10678233371.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"优诺（EUNA） 【多色可选】BCD-192R 192升 双门冰箱 双门小型家用电冰箱 经典红
							【反场钜惠，超值冰洗GO！】每满1000减100！上不封顶！",2699.00,40+,http://item.jd.com/11295471835.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"海尔（Haier） 426升变频风冷无霜干湿分储多门五门 智能WIFI冰箱 BCD-426WDGBU1
							【返场狂欢！再抢一天】 好礼不断，下单好礼每日限量抢，惊喜不断！",6599.00,8,http://item.jd.com/16183015999.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"美的（Midea） BCD-532WGPZV 532升冰箱对开门家用变频风冷无霜双门电冰箱 金色
							【抄低价！买一送三！付款送价值2998元滚筒洗衣机】双动力三循环，动态杀菌+VOP净味！",11499.00,4,http://item.jd.com/18073875900.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"美的（Midea） 多门家用风冷无霜智能冰箱320升BCD-320WGPZM 玫瑰金色
							【返场狂欢！再抢一天】咨询客服更惊喜，全国联保，品质有保证！",4499.00,40+,http://item.jd.com/11263909052.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"GRUNDIG GSBS11121IX 581升对开门冰箱 原装进口 欧洲专利 蔬果全养鲜  独立吧台
							本商品预计一月清关，详情联系在线客服咨询！德国工匠精神 欧洲原装进口 大容量对开门 欧洲专利“Full Fresh+”蔬果全养鲜技术 独立吧台",18000.00,1,http://item.jd.com/3749393.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"海尔（Haier） BCD-456WDGH 456升四门冰箱风冷无霜干湿分离家用对开门冰箱
							【返场狂欢！好礼不断】 下单好礼送不停，惊喜不断 咨询客服",4999.00,4,http://item.jd.com/12066270292.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"美的（Midea） 640升智能变频/彩晶玻璃对开门冰箱BCD-640WKGPZM流纱金 金色
							【超大空间，变频节能静音】优质晒单立返200还有精美礼品赠送",6899.00,2,http://item.jd.com/16506348174.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"香雪海 高1210mm 小冰箱 双门 冷藏冷冻迷你电冰箱 小型 家用冰箱BCD-119 炫兰
							【省电科技，节能更美观】优先顺丰！加厚保温层，真实大容量，新国标！",719.00,1500+,http://item.jd.com/10124378659.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"松下（Panasonic） NR-D380TX-XN/XW380L风冷无霜 钢化玻璃面板 NR-D380TX-XW
							百年松下，品质保障。下单送京东延保一年，晒图返现送好礼！",8274.00,10+,http://item.jd.com/10019715355.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"德努希（DENUSSI） BCD-468WPC 468升变频无霜 十字对开门冰箱多门家用 雅典银
							【 下单立减600 低至4099送苏泊尔炒锅和十年保修金卡】 变频无霜 纤薄机身 多区储藏",4699.00,20+,http://item.jd.com/12143106674.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
西门子（SIEMENS） 610升变频风冷无霜对开门西门子冰箱KA92NV02TI白色,6199.00,5,http://item.jd.com/12573556301.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"哈士奇 107升冰箱 小 独立冷冻复古迷你单门冷藏 BC-130RDC 浅黄色
							镇店之宝【倒计时11.11狂欢优惠券！】【大牌创意，拒绝平庸】【更大尺寸】链接点我",2999.00,200+,http://item.jd.com/10955118653.html,http://search.jd.com/s_new.php?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=31&scrolling=y&pos=30&page=36,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"海尔（Haier） BCD-426WDGBU1变频风冷无霜干湿分储多门五门WIFI冰箱
							【返场狂欢！好礼不断】 下单好礼送不停，惊喜不断 咨询客服",6599.00,10+,http://item.jd.com/11792416941.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"康佳（KONKA） BCD-150GB2SU 150升 双门冰箱 金属面板 保鲜静音 白色
							【17号秒杀，8点开抢】小两门110升大冷藏空间！三层加高玻璃搁架，下单即送米筛三件套！",848.00,200+,http://item.jd.com/12263383687.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"利勃海尔(LIEBHERR) SBSes7253 708升独立式对开门冰箱 德国原装进口
							德国原装进口 BioFresh生物养鲜 MagicEye魔眼触控系统 DuoCooling双压缩机独立控温 德国精工 品质保证",55800.00,1,http://item.jd.com/4941014.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"夏普（SHARP）SJ-EX79F-SL 605L 变频进口十字对开门冰箱 净离子净化 AGCU除臭触媒 保湿 零度冰镇 速冷速冻
							本商品下单立减1400元，无中梁对开，风冷无霜，保湿冷却板、智能操作面板！",14290.00,10+,http://item.jd.com/3782061.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"松下（panasonic） 多门冰箱NR-F520TX-XW/XN 498L钢化玻璃面板 尊雅白
							决战11.11，咨询客服领券,大放价,嗮单更有礼物相送，下单送京东延保一年",10490.00,2,http://item.jd.com/12875729738.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"海尔（haier） 【京东配送】 BCD-262WDGB三门变频节能无霜家用电冰箱彩晶面板 香槟金色
							【不选赠品详情页领券下单享钜惠】275升新品三门变频抽屉式冰箱尝鲜价仅3599",3499.00,20+,http://item.jd.com/12361515976.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"Panasonic 松下三门冰箱NR-C28WPG-XN风冷无霜变频压缩机节能280L
							嗮图在送松下吹风机+1年延保",4298.00,20+,http://item.jd.com/10718798610.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"美的（Midea） BCD-320WGPZM 320升电脑风冷变频 多门冰箱(玫瑰金)
							咨询客服有惊喜！到手价？元！每天前3名晒单再返现200！铂金净味、纤薄机身、变频风冷",4499.00,10+,http://item.jd.com/11207057559.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"GRUNDIG GQN14420X 553升 十字对开门冰箱 原装进口 宽幅变温 维他养鲜
							欧洲原装进口 大容量4门 宽幅变温 维他养鲜 前置饮水机 独立吧台 内置式制冰机 LED灯柱照明   德国品牌 值得信赖",33600.00,4,http://item.jd.com/3595749.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"松下（Panasonic） 多门冰箱NR-F510VG-T5/N5原装日本进口 492L NR-F510VG-T5琥珀棕
							百年松下，品质保障。下单送京东延保一年，晒图返现送好礼！",16690.00,60+,http://item.jd.com/1788910165.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"海尔（Haier） 统帅系列 453升大容量变频对开门冰箱风冷无霜双门电冰箱智能节能静音
							【预售价：3399元】12月12日0点付尾款！定金50抵现100元！价格低过12.12",,8,http://item.jd.com/18124674154.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"航天电器 高860mm 56升双门迷你小冰箱家用冷藏冷冻小型电冰箱 BCD-56 橙色【京东发货】
							【11月钜惠！全场直降！买贵返差！京东配送！】精巧占地小，大冷藏，节能环保",518.00,6000+,http://item.jd.com/12206205977.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"三星（SAMSUNG）510升风冷无霜多门冰箱 双循环精致保鲜 节能静音 智能变频 LED触控显示RF50K5820S8/SC(银)
							【星品聚惠】好物特卖！点击下方【去砍价】狂欢购！库存紧张火速抢购！咨询客服更有心跳惊喜！多门大容量空间优化！金属工艺优雅大气！不串味新鲜长久！变频压缩机十年包修！更多低价好物",11900.00,20+,http://item.jd.com/4134366.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"新飞冰箱 BCD-285DEKA 285升多门电冰箱对开门四门智能温控环保高效节能静音家用
							【11.11献礼】评价晒图送蒸蛋器，再奖20元电费！ 经典法式多门，节能静音",1899.00,100+,http://item.jd.com/13284366351.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"Panasonic 松下冰箱NR-F610VG-N5/W5原装进口多门587L 风冷无霜 NR-F610VG-W5珍珠白
							【11月11日活动F610VG-W5：19998元！嗮单送松下吹风机+1年延保",19998.00,9,http://item.jd.com/13170362648.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"Panasonic 松下NR-W620TF-XM 618L 智能法式多门冰箱 镜面 NR-W620TF-XM
							咨询客服领取优惠券在下单，嗮单送松下饭煲+1年京东延长保修",27890.00,0,http://item.jd.com/12948700938.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"美的（Midea） 咨询客服有优惠！智能变频对开门冰箱BCD-615WKGPZV
							【美的十年质保】咨询客服有惊喜！前3名晒单送1000元现金！新一级节能、双循环系统",10499.00,10+,http://item.jd.com/11199093632.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
西门子（SIEMENS） 306节能省电钢化玻璃面板 香槟金三门冰箱KG32HS26EC,5199.00,20+,http://item.jd.com/11478423687.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"容声（Ronshen） 629升 对开门电冰箱风冷无霜 变频BCD-629WKS1HPGA
							【疯狂11月】每满2000元立减100元！上无封顶！活动期间再加送1年延保！库量有限从速！",7799.00,40+,http://item.jd.com/1809894650.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"蒂朵（Diduo）BXW-408电冰箱办公室小型透明玻璃单门式家用客厅酒店商务用保鲜冷藏柜
							【全国联保 送货入户】",2380.00,100+,http://item.jd.com/10735544956.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
"新飞冰箱BCD-128QLKT2C  双门电冰箱 小型 迷你 128升 高效静音 家用
							【双倍好礼】下单送200京豆，晒图再送10元电费哦！精致两门，冷藏冷冻一应俱全",849.00,200+,http://item.jd.com/12946503631.html,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=35,http://search.jd.com/Search?keyword=冰箱&enc=utf-8&qrst=1&rt=1&stop=1&vt=2&bs=1&s=1&click=0&page=1,2017-11-21 10:38:05
